Smiles,CYP1A2,CYP2A6,CYP2B6,CYP2C8,CYP2C9,CYP2C19,CYP2D6,CYP2E1,CYP3A4,St_smi,stratify_col
[O:1]=[c:2]1[c:3]([OH:4])[c:5]([o:6][c:7]2[cH:8][c:9]([OH:10])[cH:11][c:12]([OH:13])[c:14]12)-[c:15]3[cH:16][cH:17][c:18]([OH:19])[cH:20][cH:21]3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1.0
[NH2:1][CH:2]([CH3:3])[CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CC(N)Cc1ccccc1,1.0
[O:1]=[C:2]1[NH:3][CH2:4][NH:5][C:6](=[O:7])[C:8]1([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[CH2:15][CH3:16],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CCC1(c2ccccc2)C(=O)NCNC1=O,1.0
CC(C)CCC(O)C(C)C1C(OC2OC(CO)C(O)C(O)C2O)CC2C3CC=C4CC(O)CC(OC5OC(C)C(O)C(O)C5O)[C@@]4(C)C3CC[C@@]21C,,,,,,,,,0.0,CC(C)CCC(O)C(C)C1C(OC2OC(CO)C(O)C(O)C2O)CC2C3CC=C4CC(O)CC(OC5OC(C)C(O)C(O)C5O)C4(C)C3CCC21C,0.0
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,6.0
[OH:1][c:2]1[cH:3][cH:4][cH:5][c:6]([cH:7]1)[CH:8]([CH2:9][CH3:10])[CH:11]([CH3:12])[CH2:13][N:14]([CH3:15])[CH3:16],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CCC(c1cccc(O)c1)C(C)CN(C)C,1.0
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,5.0
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,1.0
Clc1cc2nc(O)n(C3CCN(CCCn4c(O)nc5c4cccc5)CC3)c2cc1,1.0,,,,,,,,1.0,Oc1nc2ccccc2n1CCCN1CCC(n2c(O)nc3cc(Cl)ccc32)CC1,2.0
O[C@@H]1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)CC1,,,,,,,,,1.0,C#CC1(O)CCC2C3CCC4=CC(O)CCC4C3CCC21C,1.0
CC1OC(OC2C(O)C(C(=O)O)OC(OC3CC[C@]4(C)C(CC[C@@]5(C)C4CC=C4C6CC(C)(C)CC[C@]6(C(=O)OC6OC(C)C(O)C(O)C6OC6OC(C)C(OC7OCC(O)C(O)C7O)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7O)C6O)CC[C@]45C)[C@@]3(C)C=O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,,,,,,,,,0.0,CC1OC(OC2C(O)C(C(=O)O)OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(C)C(O)C(O)C6OC6OC(C)C(OC7OCC(O)C(O)C7O)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7O)C6O)CCC45C)C3(C)C=O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,0.0
O(C(O)=N[C@H](CC[C@@H](N=C(O)[C@@H](N=C(O)N(Cc1nc(C(C)C)sc1)C)CCN1CCOCC1)Cc1ccccc1)Cc1ccccc1)Cc1scnc1,,,,,,,,,1.0,CC(C)c1nc(CN(C)C(O)=NC(CCN2CCOCC2)C(O)=NC(CCC(Cc2ccccc2)N=C(O)OCc2cncs2)Cc2ccccc2)cs1,1.0
O=C(OC1C(OC(=O)CC)(C)CC(OC2C(N(C)C)C(O)C(OC3C(OC)C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC3CC=O)OC2C)OC1C)CCC,,,,,,,,,1.0,CCCC(=O)OC1C(C)OC(OC2C(C)OC(OC3C(CC=O)CC(C)C(O)C=CC=CCC(C)OC(=O)CC(O)C3OC)C(O)C2N(C)C)CC1(C)OC(=O)CC,1.0
CCCCC/C=C/C(=O)OCC1OC(OC2C(OC3CC[C@@]4(C)C(CC[C@]5(C)C4CC(O)C4C([C@](C)(CCC=C(C)C)OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)CC[C@]45C)C3(C)C)OC(CO)C(O)C2O)C(O)C(O)C1O,,,,,,,,,0.0,CCCCCC=CC(=O)OCC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC(O)C4C(C(C)(CCC=C(C)C)OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)CCC45C)C3(C)C)OC(CO)C(O)C2O)C(O)C(O)C1O,0.0
Fc1cc2/C(=C/c3c(C)c(C(O)=NCCN(CC)CC)c(C)[nH]3)/C(O)=Nc2cc1,,,,,,,,,1.0,CCN(CC)CCN=C(O)c1c(C)[nH]c(C=C2C(O)=Nc3ccc(F)cc32)c1C,1.0
O(C(O)=N)CC(COC(O)=N)c1ccccc1,,,,,,,,,1.0,N=C(O)OCC(COC(=N)O)c1ccccc1,1.0
CCC(/C=C/C(C)C1CCC2C3=CCC4CC(O)CC[C@]4(C)C3CC[C@@]21C)C(C)C,,,,,,,,,0.0,CCC(C=CC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C,0.0
[O:1]=[c:2]1[n:3][c:4]([nH:5][n:6]2[c:7]([n:8][c:9]([c:10]12)[CH3:11])[CH2:12][CH2:13][CH3:14])-[c:15]3[cH:16][c:17]([cH:18][cH:19][c:20]3[O:21][CH2:22][CH3:23])[S:24](=[O:25])(=[O:26])[N:27]4[CH2:28][CH2:29][N:30]([CH2:31][CH3:32])[CH2:33][CH2:34]4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,1.0
c1ccoc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,c1ccoc1,1.0
COc1ccc2[nH]c3c(c2c1)CCNC3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,COc1ccc2[nH]c3c(c2c1)CCNC3,1.0
O=C1C(C(O)=N)=C(O)[C@@H](N(C)C)[C@@H]2[C@@H](O)[C@@H]3[C@@H](C)c4c(c(O)ccc4)C(=O)C3=C(O)[C@]12O,,,,,,,,,1.0,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(=N)O)=C(O)C(N(C)C)C3C(O)C21,1.0
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1.0
CCN(C=O)CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCN(C=O)CC,1.0
O(C(O)=NC(C)C)CC(COC(O)=N)(CCC)C,,,,,,1.0,1.0,,,CCCC(C)(COC(=N)O)COC(O)=NC(C)C,2.0
[CH3:1][CH2:2][N:3]([CH2:4][CH3:5])[CH2:6][CH2:7][NH:8][C:9](=[O:10])[c:11]1[c:12]([CH3:13])[nH:14][c:15](/[CH:16]=[C:17]2\\[C:18](=[O:19])[NH:20][c:21]3[cH:22][cH:23][c:24]([F:25])[cH:26][c:27]32)[c:28]1[CH3:29],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,2.0
[O:1]=[c:2]1[nH:3][c:4](=[O:5])[n:6]([cH:7][c:8]1[F:9])[CH:10]2[O:11][CH:12]([CH2:13][OH:14])[CH:15]([OH:16])[CH2:17]2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,1.0
C=C(C)[C@@H]1CC=C(C)CC1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,C=C(C)C1CC=C(C)CC1,4.0
O(CCOc1ccc(C(CC(C)(C)C)(C)C)cc1)CC[N+](Cc1ccccc1)(C)C,,,,,,1.0,1.0,,,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,2.0
O=C(O[C@]1(C#C)[C@]2(CC)[C@H]([C@H]3[C@@H]([C@@H]4C(=C/C(=N/O)/CC4)CC3)CC2)CC1)C,,,,,,,,,1.0,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,1.0
O[C@]1(CC=C)[C@]2(C)[C@H]([C@H]3[C@@H]([C@@H]4C(=CCCC4)CC3)CC2)CC1,,,,,,,,,1.0,C=CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,1.0
O=C(O)/C(/CCC=C(C)C)=C/1\[C@@H](OC(=O)C)C[C@]2(C)[C@]3(C)[C@@H]([C@H](O)C[C@@H]\12)[C@]1(C)[C@H]([C@H](C)[C@H](O)CC1)CC3,,,,,,,,,1.0,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,1.0
O=C(OC1C[C@@H]2N3[C@H](C1)CC(C(=O)C3)C2)c1c2c([nH]c1)cccc2,,,,,1.0,,,,1.0,O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,2.0
COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,4.0
CN[C@@H](C)Cc1ccccc1OC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CNC(C)Cc1ccccc1OC,1.0
OC(=Nc1c(C)cccc1C)[C@H]1N(CCC)CCCC1,1.0,,,,,,,,1.0,CCCN1CCCCC1C(O)=Nc1c(C)cccc1C,2.0
Cc1nn(C)c(Cl)c1C(=O)Nc1cccc2c1[C@@H](C)OC2(C)C,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Cc1nn(C)c(Cl)c1C(=O)Nc1cccc2c1C(C)OC2(C)C,3.0
S(=O)(=O)(Nc1c(F)c(-c2c(C3=NC(=N)NC=C3)sc(C(C)(C)C)n2)ccc1)c1c(F)cccc1F,,,,,,,,,1.0,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2cc[nH]c(=N)n2)s1,1.0
NCCCOc1cccc(CN2CCCCC2)c1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NCCCOc1cccc(CN2CCCCC2)c1,1.0
COc1ccc(/C=C2\CCCN=C2c2cccnc2)c(OC)c1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,COc1ccc(C=C2CCCN=C2c2cccnc2)c(OC)c1,3.0
O=C(C)[C@]1(C)[C@]2(C)[C@H]([C@H]3C(=C4C(=CC(=O)CC4)CC3)CC2)CC1,,,,,,,,,1.0,CC(=O)C1(C)CCC2C3CCC4=CC(=O)CCC4=C3CCC21C,1.0
CNC(=O)Oc1cccc2ccccc12,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,CNC(=O)Oc1cccc2ccccc12,4.0
COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,3.0
O=C(CO)[C@@H]1[C@]2(C=O)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,,,,,,,,,1.0,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,1.0
O=c1ccc2nc3ccc(OCc4ccccc4)cc3oc-2c1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,O=c1ccc2nc3ccc(OCc4ccccc4)cc3oc-2c1,4.0
Clc1cc2c(C3CCN(CCN4C(O)=NCC4)CC3)cn(-c3ccc(F)cc3)c2cc1,,,,,,,,,1.0,OC1=NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,1.0
CN(C)c1ccc([C@H]2C[C@]3(C)[C@H](CC[C@]3(O)CCCO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CN(C)c1ccc(C2CC3(C)C(CCC3(O)CCCO)C3CCC4=CC(=O)CCC4=C23)cc1,1.0
BrCCBr,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,BrCCBr,3.0
CCCCCCCCC1CC(C(=O)O)C(=O)O1,,,,,,,,,0.0,CCCCCCCCC1CC(C(=O)O)C(=O)O1,0.0
O(C(c1ccccc1)c1ccccc1)CC[N+](C)(C)C,,,,,,,,,1.0,C[N+](C)(C)CCOC(c1ccccc1)c1ccccc1,1.0
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,5.0
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,1.0
[OH:1][c:2]1[cH:3][c:4]([cH:5][c:6]2[O:7][C:8]([CH3:9])([CH3:10])[CH:11]3[CH2:12][CH2:13][C:14](=[CH:15][CH:16]3[c:17]12)[CH2:18][OH:19])[CH2:20][CH2:21][CH2:22][CH2:23][CH3:24],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(CO)=CC21,1.0
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,2.0
Cc1ccccc1C(=O)N1CC/C(=N\OS(=O)(=O)O)c2ccc(Cl)cc21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Cc1ccccc1C(=O)N1CCC(=NOS(=O)(=O)O)c2ccc(Cl)cc21,2.0
COC(=O)[C@H](c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,COC(=O)C(c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1,4.0
[O:1]=[C:2]([OH:3])[CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[NH:11][c:12]2[c:13]([Cl:14])[cH:15][cH:16][c:17]([OH:18])[c:19]2[Cl:20],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl,1.0
[O:1]=[C:2]([O:3][CH:4]1[CH2:5][N:6]2[CH2:7][CH2:8][CH:9]1[CH2:10][CH2:11]2)[N:12]3[CH2:13][CH2:14][c:15]4[cH:16][cH:17][cH:18][cH:19][c:20]4[CH:21]3[c:22]5[cH:23][cH:24][cH:25][cH:26][cH:27]5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,2.0
[O:1]=[C:2]([O:3][CH2:4][CH:5]1[CH2:6][N:7]([CH3:8])[CH:9]2[CH2:10][c:11]3[cH:12][n:13]([c:14]4[cH:15][cH:16][cH:17][c:18]([c:19]34)[C:20]2([O:21][CH3:22])[CH2:23]1)[CH3:24])[c:25]5[cH:26][n:27][cH:28][c:29]([Br:30])[cH:31]5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,1.0
O=C(OC(C)(C)C)/C=C/c1c(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OCC)cccc1,,,,,,,,,1.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C,1.0
Clc1c(-n2c(c(C)c(C(O)=NN3CCCCC3)n2)-c2ccc(Cl)cc2)ccc(Cl)c1,,,,,,,,,1.0,Cc1c(C(O)=NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,1.0
Clc1ccc(-c2cnc3[nH]cc(C(=O)c4c(F)c(NS(=O)(=O)CCC)ccc4F)c3c2)cc1,,,,,,,,,1.0,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,1.0
Cc1cccc(C)c1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cc1cccc(C)c1,2.0
C/C=C/c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC=Cc1ccccc1,1.0
CCc1ccc2c(C3CCCCC3)nc(=O)n(CC)c2n1,1.0,,,,,,,,,CCc1ccc2c(C3CCCCC3)nc(=O)n(CC)c2n1,1.0
[CH3:1][CH2:2][N:3]([CH2:4][CH3:5])[CH2:6][CH2:7][N:8]1[CH2:9][CH2:10][c:11]2[nH:12][c:13](/[CH:14]=[C:15]3\\[C:16](=[O:17])[NH:18][c:19]4[cH:20][cH:21][c:22]([F:23])[cH:24][c:25]43)[c:26]([CH3:27])[c:28]2[C:29]1=[O:30],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCN(CC)CCN1CCc2[nH]c(C=C3C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,2.0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.0
CCc1cccc2cc([C@H](O)CNC(C)(C)C)oc12,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,4.0
C/C=C1/C[C@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,1.0
NC(CC[S@@](=O)CC(N)C(=O)O)C(=O)O,,,,,,,,,0.0,NC(CC[S+]([O-])CC(N)C(=O)O)C(=O)O,0.0
C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,7.0
CCCCCOc1ccc2ccc(=O)oc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCCCCOc1ccc2ccc(=O)oc2c1,1.0
S(=O)(=O)(NC(O)=NN1CCCCCC1)c1ccc(C)cc1,,,,,1.0,,,,,Cc1ccc(S(=O)(=O)NC(O)=NN2CCCCCC2)cc1,1.0
ClCC(O)Cn1c(C)ncc1[N+](=O)[O-],0.0,,,,,,,,1.0,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,1.0
[Cl:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([n:7][cH:8][cH:9][c:10]2[NH:11][CH:12]([CH3:13])[CH2:14][CH2:15][CH2:16][N:17]([CH2:18][CH3:19])[CH2:20][CH2:21][OH:22])[cH:23]1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1.0
NCCCCC(N)C(=O)NC(CS)C(=O)O,,,,,,,,,0.0,NCCCCC(N)C(=O)NC(CS)C(=O)O,0.0
Clc1ccc(Cl)cc1,,,,,,,,1.0,,Clc1ccc(Cl)cc1,1.0
COc1ccc2cc(C#N)c(=O)oc2c1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,COc1ccc2cc(C#N)c(=O)oc2c1,4.0
O=C1[C@]2(C)[C@H](C=3[C@@H](c4c(cc(O)cc4)CC=3)CC2)CC1,,,,,,,,,1.0,CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,1.0
[O:1]=[C:2]([NH:3][n:4]1[c:5]2[cH:6][cH:7][c:8]([OH:9])[cH:10][c:11]2[cH:12][c:13]1[CH3:14])[c:15]3[cH:16][cH:17][c:18]([Cl:19])[c:20]([cH:21]3)[S:22](=[O:23])(=[O:24])[NH2:25],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Cc1cc2cc(O)ccc2n1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1.0
P(=O)(OCN1C(=O)C(C)(C)OC2=C1NC(=Nc1c(F)cnc(Nc3cc(OC)c(OC)c(OC)c3)n1)C=C2)(O)O,,,,,,,,,1.0,COc1cc(Nc2ncc(F)c(N=c3ccc4c([nH]3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,1.0
O[C@@H](CNC1Cc2c(cc(CC)c(CC)c2)C1)c1c2c(c(O)cc1)nc(O)cc2,,,,,,,,,1.0,CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3nc(O)ccc13)C2,1.0
CCCCCCCC1OC1CC#CC#CC(=O)CCO,,,,,,,,,0.0,CCCCCCCC1OC1CC#CC#CC(=O)CCO,0.0
C/C=C(/C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC1C(C)(C)OC(=O)/C(C)=C\C,,,,,,,,,0.0,CC=C(C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC1C(C)(C)OC(=O)C(C)=CC,0.0
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1CCC(C)=C[C@H]21,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,3.0
C/C1=C\CCC(C=O)C2CC(C)(C)C2CC1,,,,,,,,,0.0,CC1=CCCC(C=O)C2CC(C)(C)C2CC1,0.0
Nc1ccc2ccccc2c1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1ccc2ccccc2c1,1.0
O=C(O)C(C)c1cc(C(=O)c2ccccc2)ccc1,,,,,1.0,,,,,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1.0
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,5.0
O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)C=C4)CC3)C(=O)C2)CC1,,,,,,,,,1.0,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,1.0
O=C(O)C1=C/C(=C/C=N/C(Cc2ccc(O)cc2)C(=O)O)CC(C(=O)O)N1,,,,,,,,,0.0,O=C(O)C1=CC(=CC=NC(Cc2ccc(O)cc2)C(=O)O)CC(C(=O)O)N1,0.0
[O:1]=[C:2]1[N:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[S:10][CH:11]([c:12]3[cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19]3)[CH:20]1[OH:21])[CH2:22][CH2:23][NH:24][CH3:25],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CNCCN1C(=O)C(O)C(c2ccc(OC)cc2)Sc2ccccc21,1.0
Cc1c[nH]c2ccccc12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cc1c[nH]c2ccccc12,3.0
O=C(NC1CC1)C(=O)[C@@H](N=C(O)[C@H]1N(C(=O)[C@@H](N=C(O)[C@@H](N=C(O)c2nccnc2)C2CCCCC2)C(C)(C)C)C[C@H]2[C@@H]1CCC2)CCC,,,,,,,,,1.0,CCCC(N=C(O)C1C2CCCC2CN1C(=O)C(N=C(O)C(N=C(O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,1.0
NCCc1c[nH]c2ccc(O)cc12,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,NCCc1c[nH]c2ccc(O)cc12,3.0
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,2.0
C#C[C@]1(O)CCC2[C@]3(C)CCc4cc(O)ccc4C3CC[C@@]21C,1.0,,,,1.0,1.0,,,1.0,C#CC1(O)CCC2C3(C)CCc4cc(O)ccc4C3CCC21C,4.0
[O:1]=[C:2]([O:3][C:4]1([C:5](=[O:6])[CH3:7])[C:8](=[CH2:9])[CH2:10][CH:11]2[CH:12]3[CH2:13][CH2:14][C:15]4=[CH:16][C:17](=[O:18])[CH2:19][CH2:20][CH:21]4[CH:22]3[CH2:23][CH2:24][C:25]12[CH3:26])[CH3:27],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C=C1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1(OC(C)=O)C(C)=O,1.0
[N:1]#[C:2][c:3]1[cH:4][c:5]([cH:6][cH:7][c:8]1[O:9][CH2:10][CH:11]([CH3:12])[CH3:13])-[c:14]2[n:15][c:16]([c:17]([s:18]2)[C:19](=[O:20])[OH:21])[CH3:22],1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,3.0
N(CC#C)[C@H]1c2c(cccc2)CC1,1.0,,,,,,,,0.0,C#CCNC1CCc2ccccc21,1.0
CCCCCCCCCCCCCCCCCCCCCC(=O)CC(O)CCC,,,,,,,,,0.0,CCCCCCCCCCCCCCCCCCCCCC(=O)CC(O)CCC,0.0
Cc1ccccc1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cc1ccccc1C,1.0
O(C)c1ccc(CC=2C(=O)N(CCN(CC)CC)c3c(N=2)cccc3)cc1,,,,,,,,,1.0,CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21,1.0
