Smiles,atom_target
[O:1]=[C:2]1[O:3][CH2:4][CH:5]([CH2:6][C:7]2=[CH:8][CH:9]=[C:10]([O:11][CH3:12])[C:13]([O:14][CH3:15])=[CH:16]2)[CH:17]1[CH2:18][C:19]3=[CH:20][CH:21]=[C:22]([OH:23])[C:24]([O:25][CH3:26])=[CH:27]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][C:4](=[CH:5][CH:6]=[C:7]1[NH2:8])[CH2:9][CH2:10][NH:11][CH2:12][CH:13]([OH:14])[C:15]2=[CH:16][CH:17]=[CH:18][CH:19]=[CH:20]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]([c:5]1[cH:6][cH:7][c:8]2[cH:9][c:10]([OH:11])[cH:12][cH:13][c:14]2[cH:15]1)[CH3:16],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[Cl:1][C:2]=1[CH:3]=[C:4]2[C:5](=[CH:6][C:7]1[OH:8])[CH:9]([C:10]3=[CH:11][CH:12]=[CH:13][C:14]4=[C:15]3[O:16][CH2:17][CH2:18]4)[CH2:19][N:20]([CH3:21])[CH2:22][CH2:23]2,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][C:4]1=[CH:5][CH:6]=[C:7]([Cl:8])[C:9](=[CH:10]1)[C:11]([F:12])([F:13])[F:14])[NH:15][C:16]2=[CH:17][CH:18]=[C:19]([O:20][C:21]3=[CH:22][CH:23]=[N:24][C:25](=[CH:26]3)[C:27](=[O:28])[NH:29][CH3:30])[CH:31]=[C:32]2[F:33],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]([C:5]1=[CH:6][CH:7]=[C:8]2[C:9](=[CH:10]1)[NH:11][C:12]3=[CH:13][CH:14]=[C:15]([Cl:16])[CH:17]=[C:18]23)[CH3:19],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][C:5]=1[C:6]2=[CH:7][C:8]([O:9][CH3:10])=[CH:11][CH:12]=[C:13]2[N:14]([C:15](=[O:16])[CH:17]3[CH2:18][CH2:19][CH:20]([Cl:21])[CH2:22][CH2:23]3)[C:24]1[CH3:25],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[C:3]2=[CH:4][CH:5]=[CH:6][C:7]([OH:8])=[C:9]2[C:10](=[O:11])[C:12]3=[C:13]([OH:14])[C:15]4=[C:16]([C:17]([OH:18])=[C:19]13)[CH2:20][C:21]([OH:22])([CH2:23][CH2:24]4)[CH:25]([OH:26])[CH2:27][OH:28],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]=1[CH:3]=[C:4]([O:5][CH2:6][CH:7]([OH:8])[CH2:9][NH:10][CH:11]([CH3:12])[CH3:13])[C:14]=2[CH:15]=[CH:16][NH:17][C:18]2[CH:19]1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[C:3](=[C:4]([N:5]=[C:6]([N:7]1[CH2:8][C:9]2=[CH:10][CH:11]=[C:12]([CH:13]=[CH:14]2)[C:15]3=[CH:16][CH:17]=[CH:18][CH:19]=[C:20]3[C:21]4=[N:22][N:23]=[N:24][NH:25]4)[CH2:26][CH2:27][CH2:28][CH3:29])[CH3:30])[CH2:31][C:32](=[S:33])[N:34]([CH3:35])[CH3:36],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]2[NH:6][CH:7]=[C:8]([C:9]2=[CH:10]1)[CH2:11][CH2:12][OH:13],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][CH:4]([CH3:5])[CH2:6][CH2:7][CH2:8][C:9](=[O:10])[CH2:11][CH2:12][CH2:13][CH:14]=[CH:15][C:16]2=[CH:17][C:18]([OH:19])=[CH:20][C:21]([OH:22])=[C:23]12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][cH:5][c:6]([cH:7]1)[C:8]2([OH:9])[O:10][CH2:11][C:12]([NH:13][CH:14]2[CH3:15])([CH3:16])[CH3:17],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][C:4]1=[CH:5][CH:6]=[C:7]([Cl:8])[C:9]([Cl:10])=[CH:11]1)[NH:12][C:13]2=[CH:14][CH:15]=[C:16]([Cl:17])[C:18]([OH:19])=[CH:20]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[C:8]([C:9]2=[CH:10][CH:11]=[C:12]([O:13][CH2:14][CH2:15][NH:16][CH3:17])[CH:18]=[CH:19]2)=[C:20]([C:21]3=[CH:22][CH:23]=[CH:24][CH:25]=[CH:26]3)[CH2:27][CH3:28],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([C:4]=1[N:5]=[CH:6][N:7]([N:8]1)[S:9](=[O:10])(=[O:11])[N:12]([CH3:13])[CH3:14])[N:15]2[C:16]3=[CH:17][C:18]([F:19])=[CH:20][CH:21]=[C:22]3[C:23]([Br:24])=[C:25]2[CH2:26][OH:27],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]1[O:3][C:4]([C:5]#[C:6][CH:7]2[CH2:8][CH2:9]2)([C:10]3=[CH:11][C:12]([Cl:13])=[CH:14][CH:15]=[C:16]3[NH:17]1)[C:18]([F:19])([F:20])[F:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][C:4]2=[C:5]([N:6]=[CH:7][CH:8]=[C:9]2[CH3:10])[N:11]([C:12]3=[N:13][CH:14]=[C:15]([OH:16])[CH:17]=[C:18]13)[CH:19]4[CH2:20][CH2:21]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]1=[CH:5][CH:6]2[c:7]3[c:8]([OH:9])[cH:10][c:11]([cH:12][c:13]3[O:14][C:15]([CH3:16])([CH3:17])[CH:18]2[CH2:19][CH2:20]1)[CH2:21][CH2:22][CH2:23][CH2:24][CH3:25],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([CH3:4])[CH:5]([C:6]=2[CH:7]=[N:8][CH:9]=[CH:10][CH:11]2)[CH2:12][CH2:13]1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[C:8]2([C:9]3=[CH:10][CH:11]=[CH:12][CH:13]=[CH:14]3)[C:15](=[N:16][CH:17]([CH3:18])[CH2:19]2)[CH2:20][CH3:21],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[C:3]([OH:4])=[C:5]([O:6][C:7]2=[CH:8][CH:9]=[CH:10][CH:11]=[C:12]12)[C:13]3=[CH:14][CH:15]=[CH:16][CH:17]=[CH:18]3,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][C:3](=[CH:4][C:5]1=[CH:6][C:7]([OH:8])=[C:9]([OH:10])[C:11](=[CH:12]1)[N+:13](=[O:14])[O-:15])[C:16](=[O:17])[N:18]([CH2:19][CH3:20])[CH2:21][CH3:22],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][N:9]([OH:10])[C:11](=[O:12])[CH2:13][CH2:14][C:15](=[O:16])[NH:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][N:23]([OH:24])[C:25](=[O:26])[CH2:27][CH2:28][C:29](=[O:30])[NH:31][CH2:32][CH2:33][CH2:34][CH2:35][CH2:36][N:37]([OH:38])[C:39](=[O:40])[CH2:41][CH2:42]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]=1[CH:3]=[CH:4][CH:5]=[C:6]([CH:7]1)[CH:8]([N:9]([CH3:10])[CH3:11])[CH:12]2[CH2:13][CH2:14][CH2:15][CH2:16][CH:17]2[OH:18],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[F:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)-[c:8]2[cH:9][c:10]([n:11][c:12]3[c:13]2[CH2:14][CH2:15][CH:16]([OH:17])[CH2:18][CH2:19][CH2:20]3)[N:21]4[CH2:22][CH2:23][N:24]([CH2:25][CH3:26])[CH2:27][CH2:28]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:26]([NH2:27])[NH:28][CH2:2][CH2:3][O:4][C:5]1=[C:6]([Cl:7])[CH:8]=[C:9]([Cl:10])[CH:11]=[C:12]1[Cl:13],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][C:3]1=[CH:4][C:5](=[CH:6][CH:7]=[C:8]1[O:9][CH2:10][C:11]([OH:35])([CH3:12])[CH3:13])[C:14]2=[N:15][C:16](=[C:17]([S:18]2)[C:19](=[O:20])[OH:21])[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[OH:1][C:2]1=[CH:3][C:4]=2[N:5]=[C:6]([S:7][CH2:8][C:9]3=[N:10][CH:11]=[C:12]([C:13]([O:14][CH3:15])=[C:16]3[CH3:17])[CH3:18])[NH:19][C:20]2[CH:21]=[C:22]1[O:23][CH3:24],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[C:8]([C:9]2=[CH:10][CH:11]=[C:12]([OH:13])[CH:14]=[CH:15]2)([CH3:16])[CH3:17],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH2:3])[C:4]([C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[CH:10]1)([C:11]2=[CH:12][CH:13]=[CH:14][CH:15]=[CH:16]2)[CH2:17][CH2:18][N:19]3[CH:20]=[CH:21][N:22]=[C:23]3[CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]1[CH:3]=[C:4]2[CH:5]([OH:6])[CH2:7][CH:8]3[CH:9]([CH2:10][CH2:11][C:12]4([CH3:13])[CH:14]([C:15](=[O:16])[CH3:17])[CH2:18][CH2:19][CH:20]34)[C:21]2([CH3:22])[CH2:23][CH2:24]1,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]1=[CH:3][C:4](=[CH:5][CH:6]=[C:7]1[O:8][CH2:9][CH3:10])[CH2:11][C:12]2=[CH:13][C:14](=[CH:15][CH:16]=[C:17]2[Cl:18])[C:19]34[O:20][CH2:21][C:22]([O:23]3)([CH2:24][OH:25])[CH:26]([OH:27])[CH:28]([OH:29])[CH:30]4[OH:31],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][CH2:5][CH:6]([CH3:7])[CH:8]1[CH2:9][CH2:10][CH:11]2[CH:12]3[CH:13]([OH:14])[CH:15]([CH2:16][CH3:17])[CH:18]4[CH2:19][CH:20]([OH:21])[CH2:22][CH2:23][C:24]4([CH3:25])[CH:26]3[CH2:27][CH2:28][C:29]12[CH3:30],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([N:3]1[CH2:4][C:5]2=[N:6][N:7]=[C:8]([N:9]2[CH2:10][CH2:11]1)[C:12]([F:13])([F:14])[F:15])[CH2:16][CH:17]([NH2:18])[CH2:19][C:20]3=[CH:21][C:22]([F:23])=[C:24]([F:25])[CH:26]=[C:27]3[F:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]([CH3:5])([CH3:6])[CH2:7][CH2:8][CH2:9][O:10][C:11]1=[CH:12][C:13](=[CH:14][CH:15]=[C:16]1[CH3:17])[CH3:18],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH2:4][CH2:5][CH2:6][CH2:7][NH:8][C:9](=[NH:10])[NH2:11])[C:12]=1[CH:13]=[C:14]([O:15][CH3:16])[C:17]([OH:18])=[C:19]([O:20][CH3:21])[CH:22]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[OH:1][c:2]1[c:3]([cH:4][cH:5][cH:6][c:7]1[CH:8]([CH3:9])[CH3:10])[CH:11]([CH3:12])[CH3:13],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][CH:4]=[C:5]([CH:6]=[CH:7]1)[CH:8]2[CH:9]([OH:10])[CH:11]3[O:12][C:13]34[CH:14]5[CH2:15][CH2:16][CH:17]6[CH2:18][CH:19]([OH:20])[CH2:21][CH2:22][C:23]6([CH3:24])[CH:25]5[CH2:26][CH2:27][C:28]24[CH3:29],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][C:2]=1[CH:3]=[CH:4][CH:5]=[C:6]([CH:7]1)[CH:8]([OH:9])[CH:10]([NH:11][C:12]([CH3:13])([CH3:14])[CH3:15])[CH3:16],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[C:5]([C:6]1=[CH:7][CH:8]=[C:9]([OH:10])[CH:11]=[CH:12]1)([C:13]2=[CH:14][CH:15]=[C:16]([OH:17])[CH:18]=[CH:19]2)[C:20]([F:21])([F:22])[F:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[C:4]=1[CH:5]=[C:6]([O:7][CH2:8][CH:9]2[O:10][C:11](=[O:12])[NH:13][CH2:14]2)[CH:15]=[C:16]([CH:17]1)[CH3:18],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[C:5]=1[CH:6]=[CH:7][CH:8]=[C:9]([CH:10]1)[CH2:11][CH2:12][CH2:13][NH:14][CH:15]([C:16]2=[CH:17][CH:18]([OH:19])[CH:20]([OH:21])[C:22]3=[CH:23][CH:24]=[CH:25][CH:26]=[C:27]23)[CH3:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[C:3](=[CH:4][NH:5][N:6]1[C:7]=2[N:8]=[CH:9][N:10]=[C:11]([CH:12]2)[N:13]3[CH2:14][CH2:15][O:16][CH2:17][CH2:18]3)[N:19]4[N:20]=[N:21][CH:22]=[CH:23]4,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][O:5][CH2:6][CH2:7][CH2:8][CH2:9][N:10]([c:11]1[n:12][c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[c:20]([n:21][cH:22]1)-[c:23]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[CH:29]([CH3:30])[CH3:31],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([c:4]1[cH:5][cH:6][c:7]([cH:8][cH:9]1)-[c:10]2[cH:11][c:12]([Cl:13])[cH:14][n:15][c:16]2-[c:17]3[cH:18][n:19][c:20]([cH:21][cH:22]3)[CH2:23][OH:24])[CH3:25],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[OH:1][C:2]1=[CH:3][CH:4]=[C:5]2[NH:6][CH:7]=[C:8]([C:9]2=[CH:10]1)[CH2:11][CH2:12][NH2:13],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][C:2]1=[CH:3][CH:4]=[C:5]([O:6][C:7]2=[CH:8][CH:9]=[C:10]([Cl:11])[CH:12]=[C:13]2[OH:14])[C:15]([Cl:16])=[CH:17]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]1[N:3]2[CH:4]([C:5]3=[CH:6][CH:7]=[C:8]([OH:9])[C:10]([OH:11])=[CH:12]3)[C:13]=4[NH:14][C:15]5=[CH:16][CH:17]=[CH:18][CH:19]=[C:20]5[C:21]4[CH2:22][CH:23]2[C:24](=[O:25])[N:26]([CH3:27])[CH2:28]1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]=[C:5]([CH:6]=[CH:7][CH:8]=[C:9]([CH:10]=[CH:11][C:12]1=[C:13]([CH3:14])[CH2:15][CH2:16][CH2:17][C:18]1([CH3:19])[CH3:20])[CH3:21])[CH3:22],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]1[O:5][CH:6]([O:7][C:8]2=[CH:9][C:10]3=[C:11]([CH:12]=[C:13]2[O:14][CH3:15])[C:16]4=[CH:17][C:18]5=[CH:19][CH:20]=[C:21]([O:22][CH3:23])[C:24]([OH:25])=[C:26]5[CH:27]=[N+:28]4[CH2:29][CH2:30]3)[CH:31]([OH:32])[CH:33]([OH:34])[CH:35]1[OH:36],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([NH2:4])[NH:5][CH2:6][CH2:7][NH:8][C:9]1=[N:10][O:11][N:12]=[C:13]1[C:14](=[N:15][OH:16])[NH:17][C:18]2=[CH:19][CH:20]=[C:21]([F:22])[C:23]([Br:24])=[CH:25]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]=1[CH:3]=[CH:4][CH:5]=[C:6]([O:7][CH:8]([C:9]2=[CH:10][CH:11]=[CH:12][CH:13]=[CH:14]2)[CH2:15][CH2:16][NH:17][CH3:18])[C:19]1[CH2:20][OH:21],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]1[O:3][C:4]2=[CH:5][C:6]([OH:7])=[CH:8][CH:9]=[C:10]2[C:11]3=[CH:12][CH:13]=[C:14]([OH:15])[CH:16]=[C:17]13,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH2:4][CH2:5][CH2:6][CH2:7][NH:8][C:9](=[NH:10])[NH2:11])[C:12]=1[CH:13]=[C:14]([O:15][CH3:16])[C:17]([OH:18])=[C:19]([O:20][CH3:34])[CH:21]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[Cl:1][C:2]1=[CH:3][CH:4]=[C:5]2[C:6](=[CH:7]1)[CH2:8][CH2:9][C:10]3=[CH:11][C:12]([OH:13])=[CH:14][N:15]=[C:16]3[C:17]2=[C:18]4[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]=1[C:3](=[CH:4][CH:5]=[CH:6][C:7]1[C:8]([CH3:9])([CH3:10])[CH3:11])[C:12]([CH3:13])([CH3:14])[CH3:15],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[C:3]=2[CH:4]=[CH:5][CH:6]=[C:7]([O:8][CH3:9])[C:10]2[C:11](=[O:12])[C:13]3=[C:14]([OH:15])[C:16]4=[C:17]([C:18]([OH:19])=[C:20]13)[CH2:21][C:22]([OH:23])([C:24](=[O:25])[CH3:26])[CH2:27][CH:28]4[OH:29],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]1[CH:3]=[C:4]2[CH2:5][CH2:6][CH:7]3[CH:8]([CH2:9][CH2:10][C:11]4([CH3:12])[CH:13]([OH:14])[CH2:15][CH2:16][CH:17]34)[C:18]2([CH3:19])[CH2:20][CH2:21]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH:4]1[CH2:5][CH2:6][NH:7][CH2:8][CH2:9]1)[C:10]2=[CH:11][C:12]([Cl:13])=[C:14]([NH2:15])[CH:16]=[C:17]2[O:18][CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH:4]1[CH2:5][CH2:6][N:7]([CH2:8][C:9]2=[CH:10][CH:11]=[CH:12][CH:13]=[CH:14]2)[CH2:15][CH2:16]1)[C:17]3=[CH:18][C:19]([Cl:20])=[C:21]([NH2:22])[CH:23]=[C:24]3[O:25][CH3:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([C:4](=[O:5])[CH:6]2[CH:7]1[CH:8]3[CH2:9][CH2:10][CH:11]2[CH:12]3[OH:13])[CH2:14][CH:15]4[CH2:16][CH2:17][CH2:18][CH2:19][CH:20]4[CH2:21][N:22]5[CH2:23][CH2:24][N:25]([C:26]6=[N:27][S:28][C:29]7=[CH:30][CH:31]=[CH:32][CH:33]=[C:34]67)[CH2:35][CH2:36]5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]=1[CH:3]=[C:4]([CH:5]=[C:6]2[O:7][C:8]([CH3:9])([CH3:10])[CH:11]3[CH2:12][CH2:13][C:14](=[CH:15][CH:16]3[C:17]12)[CH3:18])[CH2:19][CH2:20][CH2:21][CH2:22][CH3:23],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][C:4]=2[C:5]([OH:6])=[CH:7][CH:8]=[C:9]([C:10]2[CH2:11]1)[CH2:12][CH2:13][N:14]([CH2:15][CH2:16][CH3:17])[CH2:18][CH2:19][CH3:20],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]([NH:45][C:46](=[O:47])[CH3:48])[CH2:5][S:6][C:7]1=[C:8]([CH:9]=[C:10]([NH2:11])[C:12]([NH:13][C:14]2=[N:15][CH:16]=[C:17]([CH:18]=[C:19]2[Cl:20])[C:21]([F:22])([F:23])[F:24])=[C:25]1[N+:26](=[O:27])[O-:28])[C:29]([F:30])([F:31])[F:32],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
